index,Stilling id,Registrert dato,Arbeidssted fylke,Yrke grovgruppe,Stillingsbeskrivelse vasket
40822,9678438,2017-11-29,Møre og Romsdal,Bygg og anlegg,"Vi ønsker å styrke vår posisjon, og med økende arbeidsmengder både i. AS og i. AS søker vi derfor etter følgende stillinger.  Kvalitets og HMS. leder. Anleggsleder. Bergsprengingsleder. Geomatiker. Maskinfører. For alle stillingene kan vi tilby.  Firmabil. Konkurransedyktig lønn. Forsikrings. og pensjonsordning. Godt miljø og hyggelige kolleger. For mere informasjon om stillingene, ta kontakt med. Ide, tlf. CV og søknad sendes snarest og senest 15. desember til.  AS, Vallevegen 9, 6260 Skodje. Eller.  merk i emnefeltet hvilken stilling dere søker. "
10949,9670852,2017-11-15,Buskerud,"Helse, pleie og omsorg",". Vi har ledig 3 vikariat som helsefagarbeider i 70. stilling. har base i Stokkeveien 3, 3403 Lier, v Lier sykehus. Vi yter tjenester med tverrfaglig og god kompetanse av forskjellig omfang og karakter. Disse tjenestene blir gitt etter søknad og vedtak på bakgrunn av faglige vurderinger, og er hjemlet i Lov om kommunale helse. og omsorgstjenester. Vi jobber aktivt med å møte den enkelte brukers behov for pleie. og omsorg, og mestring av dagliglivets utfordringer. Lier kommune jobber aktivt for en utviklende og helsefremmende arbeidsplass. Ivareta brukers (pasientens) behov for pleie, omsorg og stell. I samarbeid med fagpersonell sikre kvalitetssikker gjennomføring og oppfølging av tiltak som er bestemt i tråd med vedtak. Være med å sikre forsvarlig og gode tjenester til innbyggerne i Lier kommune. Medansvar i forhold til å bidra til et arbeidsmiljø preget av åpenhet, tillit og godt samarbeid. Ivareta dokumentasjonsplikten og ha fokus på egen fagutvikling. Veiledning og opplæring av og lærlinger elever. Bidra til godt samarbeid mellom brukere og pårørende. Bidra til et godt omdømme. Helsefagarbeider. Beherske norsk godt, både muntlig og skriftlig. Førerkort klasse B, kommunen har tjenestebiler tilhørende hjemmetjenesten. Erfaring med elektronisk dokumentasjonssystem. Fagbrev. Beslutningsdyktig, gode evner til samarbeid. Fleksibilitet og ansvarsbevisst. Personlig egnethet vektlegges. Lønn i henhold til avtaleverket. Bedriftsidrettslag med tilbud om forskjellige aktiviteter og rabatter. Ingen reiseaktivitet. Kontaktinformasjon. , Virksomhetsleder, . , Administrasjonsleder, .  Lier. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
74782,9669163,2017-11-13,Oslo,Undervisning,". Vi har ledig fast stilling som forsker i Senter for fruktbarhet og helse, et senter for fremragende forskning finansiert av Norges forskningsråd. Som forsker i senteret vil du inngå i et tverrfaglig og internasjonalt forskerteam bestående av bl. a. epidemiologer, genetikere, demografer og statistikere. Vi forsker på hvordan endringer i fruktbarhetsmønstre og familiestrukturer påvirker både barns og voksnes helse gjennom sosiale og biologiske mekanismer. Hovedtemaer for forskningen er nye familiestrukturer, barnløshet, høy fødselsalder for kvinner og menn, overføring av helse over generasjoner og assistert befruktning. Senteret ble opprettet i 2017 og har for tiden 14 ansatte, men vil vokse som følge av nye forskningsprosjekter. Senteret har også utstrakt samarbeid med internasjonale miljøer og forskningsgrupper. Bidra til oppbygging og videreutvikling av forskningen i senteret ved bruk av store datasett fra registre og helseundersøkelser. Bidra med å gjennomføre prosjekter, utføre analyser og tilrettelegge for og veilede andre forskere stipendiater. Initiere nye relevante forskningsprosjekter og ha ansvar for gjennomføring av delprosjekter. Ivareta og bygge opp nasjonalt og internasjonalt samarbeid med relevante forskningsmiljøer. Søke om ekstern finansiering til forskning i senteret. Det forventes at forskeren søker om midler fra finansieringskilder nasjonalt og internasjonalt (ERC. grants og andre). Formidling av resultater i ulike fora og i populærvitenskapelig formidling. Skrive vitenskapelige artikler og bidra til at andre forskere tilknyttet senteret publiserer vitenskapelige artikler. Bidra til å utvikle forskning på hele instituttet gjennom senterets aktiviteter (andre søknader, artikler og prosjekter). Utdanning fra høyskole universitet på minst doktorgradsnivå i epidemiologi, statistikk, biostatistikk, helseøkonomi, helsefag eller annet relevant fagområde. Erfaring med epidemiologiske og statistiske metoder, f. eks. ulike familiedesign, longitudinelle design. Erfaring med å organisere og analysere store og komplekse datasett. Erfaring med bruk av statistiske programmer som STATA, R, SPSS, er en fordel. Høy forskningsaktivitet og konkrete resultater er en fordel. Sentral rolle i publisering i høyt rangerte internasjonale fagfellevurderte tidsskrifter er en fordel. Erfaring med og evne til selv og utvikle internasjonalt samarbeid vektlegges. Erfaring med ulike arbeidsmiljøer nasjonalt og internasjonalt vektlegges. God kjennskap til norske data (helsedata og andre datakilder) vektlegges. Erfaring med perinatal epidemiologi og longitudinelle oppfølgingsstudier vektlegges. Gode engelskkunnskaper, skriftlig og muntlig. Resultatorientert og målrettet. Evne til å arbeide selvstendig. Nytenkende og fleksibel. Stor arbeidskapasitet og gode samarbeidsevner. En interessant jobb med varierte arbeidsoppgaver i et trivelig og aktivt forskningsmiljø. En arbeidsplass som har et stort samfunnsansvar og som spiller en viktig rolle for befolkningens helse og trivsel. Fast stilling som forsker 1109, med lønn etter avtale i henhold til statens regulativ. God pensjonsordning i Statens pensjonskasse. Fleksible arbeidstidsordninger. Gode velferdsordninger, som f. eks. trening i arbeidstiden. Noe reisevirksomhet må påregnes. Kontaktinformasjon. , . , (. 47).  Oslo. Nøkkelinformasjon.  Ref. nr. :1789 CEFast. "
80931,9514180,2017-01-18,Hedmark,"Helse, pleie og omsorg","Ferievikarer 2017. Distriktspsykiatrisk senter Kongsvinger. døgnenheten. , enhetsleder,. Annonsør.  HF. Ref. nr. .  Ferievikar. For elektronisk søknadsskjema: "
76515,9662804,2017-11-02,Akershus,Butikk- og salgsarbeid,". JYSK GROUP har sitt utspring i Skandinavia: Den første butikken åpnet i Danmark i 1979. I dag har JYSK GROUP mer enn 2200 butikker og 19000 ansatte i 37 land. I Tyskland og Østerrike er navnet. og JYSK i resten av verden. JYSKs mål er å etablere seg over hele verden og gi et godt tilbud til alle. Eieren og grunnleggeren av JYSK GROUP,. , eier også møbelkjedene Bolia. com, IDEmøbler og ILVA. i tillegg til en rekke andre firmaer. LARS LARSEN GROUP omsetter for 3,1 milliarder euro årlig. Er du villig til å gi kunden det lille ekstra for å lukke salget. Liker du å jobbe i et miljø med høyt tempo og mange gode utfordringer. Blir du motivert av å jobbe i team. Da er det kanskje akkurat deg vi er på utkikk etter. Du viser engasjement og. har erfaring med å skape fantastiske salgsresultater sammen med teamet ditt. skaper lagånd i teamet gjennom energi, motivasjon og drivkraft. leverer den beste kundeservicen. ønsker å utfordre og utvikle deg selv til å bli en fantastisk Butikksjef. er ansvarlig for å skape den mest attraktive butikken. jobber hardt og er en aktiv del av teamet. tar selvstendige beslutninger i et veldig hektisk og dynamisk miljø. Du viser engasjement og. har erfaring med å skape fantastiske salgsresultater sammen med teamet ditt. skaper lagånd i teamet gjennom energi, motivasjon og drivkraft. leverer den beste kundeservicen. ønsker å utfordre og utvikle deg selv til å bli en fantastisk Butikksjef. er ansvarlig for å skape den mest attraktive butikken. jobber hardt og er en aktiv del av teamet. tar selvstendige beslutninger i et veldig hektisk og dynamisk miljø. Du får muligheter og. førsteklasses lederutdanning og muligheten til å jobbe i forskjellige butikker og byer. mulighet for utvikling med mål om at du skal bli Butikksjef etter en intens periode med opplæring og trening. sjansen til å konkurrere, vinne og feire gode prestasjoner. konkurransedyktig lønn og en av Norges beste bonusavtaler som belønner salg og resultater. en veldig god bedriftskultur. struktur og konsepter som gir deg muligheten til å levere fantastiske resultater. Du får muligheter og. førsteklasses lederutdanning og muligheten til å jobbe i forskjellige butikker og byer. mulighet for utvikling med mål om at du skal bli Butikksjef etter en intens periode med opplæring og trening. sjansen til å konkurrere, vinne og feire gode prestasjoner. konkurransedyktig lønn og en av Norges beste bonusavtaler som belønner salg og resultater. en veldig god bedriftskultur. struktur og konsepter som gir deg muligheten til å levere fantastiske resultater. JYSK har ekspandert fra en butikk i Danmark i 1979 til mer enn 2. 500 butikker over hele verden i dag. For å sikre vekst i fremtiden trenger vi de beste medarbeiderne. Grip denne fantastiske muligheten til å bli en del av JYSK. Dersom du viser engasjement, vil du møte muligheter. Trykk på ""søk"" knappen for å ta ledelsen over din egen karriere. Ønsker du mer informasjon. Trykk her for å møte en. og lese mer om JYSK som arbeidsplass. "
76424,9642019,2017-09-27,Oslo,Undervisning,"Jobbnorge ID: 141407. Vi søker en dekan med entusiasme for og kompetanse innen opera som kan videreutvikle Operahøgskolens fagtilbud i henhold til de strategier som er trukket opp av avdelingen og Kunsthøgskolen. Dekan inngår i Kunsthøgskolens ledergruppe. Arbeidsoppgaver er. Faglig og administrativ ansvar og ledelse av avdelingen. Oppfølging av Operahøgskolens revisjon av bachelorprogrammet og masterprogrammet. Fremme kunstnerisk utviklingsarbeid og formidling. Utvikle og kvalitetssikre utdanningsvirksomheten. Ressursdisponering og økonomistyring. Bidra til at Kunsthøgskolen når de mål som er satt i strategisk plan 2017. 2022. Lederansvar for avdelingens medarbeidere og ivareta deres medbestemmelse i samsvar med gjeldende lover, forskrifter og avtaler. Representere avdelingen utad og utvikle samarbeid med relevante aktører i feltet. Kvalifikasjoner som kreves. Relevant faglig og eller kunstnerisk praksis på høyt nivå. Utdanning på mastergradsnivå, eller tilsvarende, innen relevante fagområder. Ledererfaring, og dokumenterte resultater. Erfaring med økonomi og personalhåndtering. Evne til strategisk tenking. Relevant erfaring innenfor forskning eller kunstnerisk utviklingsarbeid. Det er ønskelig med kunnskap om, eller erfaring fra høyere utdanningsinstitusjoner. Beherske et nordisk språk og engelsk meget godt, både skriftlig og muntlig. Arbeidsspråket på Kunsthøgskolen i Oslo er norsk. Personlige egenskaper. Evne til å motivere medarbeidere, virke samlende og skape gode resultater. Stort faglig engasjement og gode samarbeidsevner. Vilje til å synliggjøre Operahøgskolens eksistens og kvaliteter utad. Være ambisiøs, målrettet og løsningsorientert og tydelig i ledelse av avdelingen. Gode kommunikasjonsevner og vilje til å bidra til hele Kunsthøgskolens utvikling. Som del av Kunsthøgskolens strategiske plan for perioden 2017. 2022 vil organiseringen av institusjonen gjennomgås. Den som tilsettes må derfor være forberedt på organisatoriske og arbeidsmessig endringer. Søknad. Søknad, CV og dokumentasjon skal sendes inn via vårt elektroniske rekrutteringsverktøy Jobbnorge. Som vedlegg til søknadsteksten skal det følge CV, attester, bekreftelser o. a. Evt annen dokumentasjon kan sendes pr post, og må være sendt innen søknadsfristens utløp. Generelle krav. Den statlige arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet befolkningen, og personer med minoritetsbakgrunn oppfordres derfor til å søke stillingen. Tilsetting skjer i åremål for fire år med mulighet til forlengelse etter offentlig kunngjøring. Sammenhengende åremål kan ikke utgjøre mer enn tolv år. Høgskolens styre er tilsettingsmyndighet. Stillingen lønnes etter statens regulativ som dekan, stillingskode 1474, p. t. bruttolønn fra kr 702 500 til kr 938 700. Til fradrag i lønn går 2. lovfestet innskudd i Statens pensjonskasse. Vi gjør oppmerksom på at søkerens navn kan bli offentlig selv om søkeren ber om ikke å bli ført opp på søkerliste (jf offl. § 25). Søkeren vil i så fall bli varslet om dette og gitt anledning til å trekke søknaden. Søknad med CV, vitnemål og attester sendes elektronisk via rekrutteringsportalen Jobbnorge. Kontaktpersoner: Rektor,. , mobil.  47. Høgskoledirektør,. , mobil. 47. Tiltredelse etter avtale. Arbeidssted: Oslo. Se annonsen og søk på stillingen www. jobbnorge. no"
91491,9689038,2017-12-15,Oslo,Ledere,"Vi er i spennende utvikling og trenger flere som kan bidra. Har du lyst til å bruke et år på å opparbeide relevant erfaring innenfor administrasjon og prosjektkoordinering. Vi åpner for 1. 2 praktikanter som gjennom et ettårig engasjement gjerne vil utvikle sine egen kompetanse og være i et utviklende og resultatorientert arbeidsmiljø. Stillingen inngår i stab til generalsekretær og vil ha følgende hovedoppgaver. støtte generalsekretær i det administrative arbeidet. støtte til nasjonale prosjekter og arrangementer. herunder rekruttere og sørge for opplæring av frivillige ressurspersoner. delta i møter med kretser og grupper i hele Norges speiderforbund. bidra i ulike kommunikasjonsoppgaver knyttet til blant annet forbundets aktivitet i sosiale medier, produksjon av medlemsblader og innhold på nettsidene. Vi søker deg som. har kunnskap om digitale verktøy og administrasjon. har god formuleringsevne, skriftlig og muntlig (norsk) er en forutsetning. har gode samarbeidsevner og godt humør. er nøyaktig. er utadvendt og har evne til å formidle og gi veiledning. Speiderbakgrunn er en fordel, men ikke et krav. Vi tilbyr noe kompensasjon og støtte til husleie. Søknadsfristen er 10. januar 2018, og vi ønsker oss snarlig tiltredelse. Arbeidssted er forbundskontoret i Oslo.  Søknad og CV sendes til "
97544,9521794,2017-02-02,Hordaland,"Helse, pleie og omsorg","Miljøterapeut 55,4. vikariat. rus og psykisk helse. I rus og psykisk helse er det ledig 55,4. vikarstilling for miljøterapeut i tida 01. 03. 17 04. 03. 18 med mogeleg forlenging. Stillinga er knytt til miljøtenestene som gir oppfølging i bustad til personar med rus. og eller psykisk helseproblem. Arbeidsoppgåvene er mellom anna buvegleiing, medisinhandtering, samarbeid med andre kommunale teneste og spesialisthelsetenesta. Me søkjer etter kollega med. Høgskuleutdanning innan verne. eller sjukepleie, eller med annan relevant høgskuleutdanning. Det er ønskeleg med erfaring frå arbeid med menneske med rus. og eller psykisk helseproblem. Du må ha eit engasjement for brukargruppa, vera fleksibel og løysingsorientert. Gode samarbeidsevner. Andre oppplysningar. Arbeidstida er 35,5 t v med arbeid kvar 3. helg. Personlege eigenskapar vert vektlagt ved tilsetjing. Du må ha førarkort og disponere eigen bil. Ved tilbod om stilling må politiattest leggjast fram. Tilsetjing på vanlege kommunale vilkår. Kontaktpersonar.  eller e. post. . Klikk her"
144087,9668039,2017-11-10,Rogaland,Serviceyrker og annet arbeid,"Jobbnorge ID: 144417. Det er ledig stilling som fengselsinspektør. aspirantleder i 100. stilling ved Åna fengsel. Inspektøren rapporterer direkte til assisterende fengselsleder og er medlem av fengselets fagsjefgruppe. Arbeidstiden er regulert i. flex avtale. Arbeidsområde. Det er utarbeidet egen stillingsbeskrivelse for stillingen. Inspektøren har personal. og oppfølgingsansvar for aspirantveiledere og aspiranter i de praktisk teoretiske semestrene av utdanningen på vegne av Kriminalomsorgens høyskole og utdanningssenter KRUS. Inspektøren har ansvaret for planlegging og gjennomføring av opplæring av aspiranter i henhold til studieplan, årsplan og øvrige føringer fra KRUS. Herunder gjennomføring av undervisning, veiledning, egnethetsvurdering og sensur av innleverte oppgaver i tett samarbeid med KRUS. Inspektøren deltar på alle fag. og aspirantledersamlinger i regi av KRUS. Videre har inspektøren ansvar for forvaltning og rapportering på tildelte budsjettposter. Inspektøren deltar i arbeidet med strategisk planlegging og utvikling av anstalten. Det tas forbehold om endringer i arbeids. og ansvarsområde. Kvalifikasjoner. Søkere må.  Ha bestått fengselsbetjentutdanningen fra kriminalomsorgens utdanningssenter (KRUS). Ha holdninger i tråd med kriminalomsorgens verdisyn og yrkesetiske retningslinjer. Ha god innsikt i gjeldende lover, reglement og avtaleverk innen kriminalomsorgen. Beherske norsk både skriftlig og muntlig. Ha ferdigheter i bruk av data som arbeidsverktøy. Kunne fremvise uttømmende politiattest uten anmerkninger. Vi søker en person som.  Har stor arbeidskapasitet, er initiativrik, strukturert og løsningsfokusert. Har relevant ledererfaring med gode leder. og samarbeidsevner. Er fleksibel og har evne til å arbeide selvstendig. Har god evne til muntlig og skriftlig framstilling. Behersker engelsk, eventuelt også andre språk. Lønn. Stillingen er lønnet i Ltr. 63 etter Statens reg. kr. 548 200. brutto pr. år. Fra brutto lønn blir trukket 2. medlemsinnskudd til Statens pensjonskasse. De første 6 måneder er prøvetid. Den statlige arbeidsstyrken skal i størst mulig grad gjenspeile mangfoldet i befolkningen. Det er derfor et personalpolitisk mål å oppnå en balansert alders. og kjønnsmessig sammensetting, og å kunne rekruttere personer med innvandrerbakgrunn. Kvinner og personer med innvandrerbakgrunn blir oppfordra til å søke. Se annonsen og søk på stillingen www. jobbnorge. no"
84176,9589557,2017-06-06,Oslo,Undervisning,". Vil du være med å videreutvikle en av Norges mest attraktive skoler. vgs har i dag utdanningsprogrammene studiespesialisering, medier og kommunikasjon, elektrofag, hele. og oppveksfag, samt et tilrettelagt tilbud med arbeidslivstrening for 25 elever. Ullern videregående skole har lenge vært I front og nå står vi ovenfor nye spennende muligheter. Vårt særpreg er godt miljø og dyktige, utviklingsorienterte lærere. Tett oppfølging og gode resultater kjennetegner virksomheten vår. Som skole er vi opptatt av å løfte elevene både faglig og sosialt. Vi vil ruste elevene til et godt liv. Samarbeid står sentralt i skolens organisering. Skolen er også universitetsskole. Sommeren 2015 samlokaliseres vi med. på Ullern. Å være under samme tak som fremragende forskere og fagfolk er unikt i verdenssammenheng. Vi startet dette spennende samarbeidet i 2009 med ulike prosjekter, som fremmer elevenes læring. Et 100. vikariat er ledig, med snarlig tiltredelse. Stillingen inneholder kontaktlæreransvar. Vi søker deg som brenner for faget ditt og elevene dine. Undervisning. Kontaktlæreransvar. Oppfølging av elever faglig og sosialt. Tett kontakt med foresatte. Faglig forpliktende samarbeid innenfor bundet arbeidstid. Faglig oppdatering innenfor egne fagområder, pedagogikk og didaktikk. Relevant utdanning innenfor fagområdet, minimum 60 studiepoeng. Spesialpedagogikk og eller pedagogikk. Beherske norsk flytende. Allmenne fag. Høyskole Universitet. Skape gode relasjoner til elever og kolleger. Tydelig klasseleder. Evne å sette høye mål, og være ambisiøs på elevenes vegne. Positiv, samarbeidsvillig og utviklingsorientert. Ansvarlig, strukturert og pliktoppfyllende. Personlig egnethet vil bli vektlagt i stor grad. En skolekultur med stor vekt på samarbeid og utvikling, og som skaper gode resultater. En arbeidsplass med høye ambisjoner på egne og elevenes vegne. Et godt arbeidsmiljø med hyggelige kolleger. Tett oppfølging. Lønn etter statens regulative. Kontaktinformasjon. , avdelingsleder, .  Oslo. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
72067,9531152,2017-02-17,Troms,"Helse, pleie og omsorg",". Ung mann i 20. årene med stort hjelpebehov, trenger flere helsefagarbeidere til deltidsstillinger dag, aften og natt på ukedager, samt hver 3. helg fast. I tillegg trengs det 3 assistenter med jobb fast hver 3. helg. Erfaring med tracheostomi er fordel. Alle stillingene kan kombineres med andre BPA. stillinger i. Opplæring vil bli gitt, samt fleksibilitet i forhold til vakter. Arbeidsgiver er. AS. Vi har ordnete arbeidsforhold, lønn over tariff. tillegg for kveld helg, samt pensjonsavtale for stillinger over 30. Høres dette interessant ut. Ta kontakt med avdelingsleder BPA. i. , tlf. 406 22 364 eller send e. post til. "
116485,9529181,2017-02-14,Finnmark,Undervisning,"Jobbnorge ID: 134293. I Kvalsund kommune er det to grunnskoler, Kvalsund skole som ligger i kommunesenteret Kvalsund og. som ligger i bygda Kokelv. Vi tilbyr gode og oversiktlige arbeidsforhold ved våre skoler med ansatte som innehar lang erfaring og høyt faglig nivå. Faste stillinger, vikariater, hel.  og deltidsstillinger. Kvalsund skole.  Et antall undervisningsstillinger (Kvalsund skole): Kvalsund skole er en få. delt barne.  og ungdomsskole med ca.  80 elever og 20 ansatte.  Det er tilknyttet SFO til skolen. Det vil være ønskelig at en kan undervise 1. 10. trinn og det kan være aktuelt med kontaktlæreransvar. Rektor.  Anne Karin Østensen, tlf. : 95 87 81 73. skole har vi ledig stillinger med følgende fagbehov.  Matematikk. Engelsk. Norsk. Kunst og håndverk. Spansk. Musikk. Samisk. Spesialpedagogikk. Kokelv oppvekstsenter.  1 vikariat 100.  undervisningsstilling (Kokelv oppvekstsenter): Kokelv oppvekstsenter er en fådelt skole, 1. 10.  trinn med 17 elever.  Det er også tilknyttet barne. hage og SFO til oppvekstsenteret. Det vil være ønskelig at en kan undervise 1. 10. trinn og det kan være aktuelt med kontaktlæreransvar. Rektor.  , tlf. : 97 78 35 58. oppvekstsenter har vi følgende fagbehov.  Matematikk. Musikk. Naturfag. Musikk. Tysk. Samfunnsfag. Kunst. og håndverk. Felles for samtlige undervisningsstillinger. Kompetansekrav: Relevant og faglig pedagogisk kompetanse jfr.  Opplæringsloven § 10. 1. Vi vil ved tilsetting ta utgangspunkt i skolenes reelle kompetansebehov.  Begge våre skoler er få. delte skoler og erfaring fra slik undervisning er en fordel.  Vi forutsetter tilfredsstillende ferdigheter innen bruk av data.  . Kulturskolen: deltidsstillinger. Disse kan kombineres med ordinære undervisningsstillinger i grunnskolen. Vi ønsker å gi tilbud til kulturskoleelever innenfor følgende områder.  Billedkunst. Teater drama. Instrumentopplæring. Sang.  Stillingene i kulturskolen utgjør til sammen ca 40. Tilbudet blir gitt på ettermiddagstid.  Generelle kvalifikasjonskrav for alle stillingene.  Personlig egnethet vil bli vektlagt. Vedkommende må kunne jobbe i team. Evne til å bygge gode relasjoner med elever, foresatte, kolleger og samarbeidspartneresom er tilknyttet skolene. Erfaring med tydelig og klar klasseledelse. Kvalsund kommune er en inkluderende arbeidslivsbedrift og vi tilbyr pensjonsordning gjennom. Det er mulig å søke om dekning av flytteutgifter på inntil 50. av flyttekostnadene, etter kommunale regler mot bindingstid (gjelder for fast tilsetting). Kvalsund kommune kan være behjelpelig med å finne bolig. For personer bosatt i Finnmark gis bl. a. skattelette og nedskriving av studielån. Se w"
16229,9586182,2017-05-30,*,Akademiske yrker,"Vi søker ny rådgiver ved. Kunne du tenke deg en internasjonal jobb i Brussel med nordnorsk fokus. Det er en ledig stilling med snarlig tiltredelse som rådgiver ved. i Brussel. Les hele utlysningsteksten på www. northnorway. org. Stillingen er fulltid og har kontorplassering i Brussel. Engasjementet varer i to år med mulighet for forlengelse. Nærmere opplysninger om stillingen fås hos direktør. , tlf. 32 4. 47. Epost.  Søknadsfrist: 19. juni 2017. "
21077,9660803,2017-10-30,Rogaland,Butikk- og salgsarbeid,". er Norges største heleide blomsterkjede. Vi har 120 butikker over hele landet samt netthandel. Vår visjon er ""Vi skaper glede i alle hjem"". Vi har ansatte som trives og som er stolte over å kunne tilby friske, fargerike blomster med markedets beste kvalitet. Perioden fra ca midten av november og ut desember er den travleste tiden i året hos. I denne perioden trenger vi ekstra hjelp i de fleste av butikkene våre. Salg og kundeservice. Kvalitetskontroll og stell av planter og blomster. Varemottak. Påfylling av varer. Vi trenger salgstalentet ditt for å skape resultater. Du bør være en ansvarsfull lagspiller som liker å ta i et tak i en til tider hektisk arbeidssituasjon. Det er en fordel om du har litt bransje. og eller butikkerfaring, Våre kunder skal få kvalitet og ""det lille ekstra"" i form av ting de trenger, råd og stelletips, derfor er det viktig at du er engasjert og opptatt av å gi god service. Du må være fylt 18 år. Jobben passer like godt for menn og kvinner. Det er en forutsetning at du kan jobbe fram til 31. desember. Det vil bli variert timetall etter behov og i hovedsak 3 uker i desember. (dag, kveld, lørdag og søndag). Send inn din søknad, vi gleder oss til å få en ny kollega. "
85729,9660797,2017-10-30,Nordland,"Helse, pleie og omsorg","I Omsorgsdistrikt nord er følgende rekrutteringsstillinger for sykepleierstudenter ledige.  20. stilling Hjemmetjenesten sentrum. 2 x 25. stilling Hjemmetjenesten nord. 25. stilling Parken bo. og servicesenter avd. Parkstuo. 4 x 25. stilling Parken bo. og servicesenter avd. Parkalleen. Stillingene er i turnus med arbeid annenhver helg, og kan kombineres med skolegang. Arbeidsoppgaver. Delta i daglig pleie og stell av pasienter. Ønskede kvalifikasjoner. Vi søker etter deg som.  Er under utdanning til sykepleier. Har gode samarbeids. og kommunikasjonsevner. Har godt humør, viser ansvarlighet, har nysgjerrighet, viser engasjement. Er en relasjonsskaper. Har god arbeidskapasitet og evne til å jobbe strukturert, selvstendig og i team. Det vil lagt vekt på personlig egnethet. For arbeid i hjemmetjenesten må du ha førerkort kl. B. Ved tilsetting må det før tiltredelse legges fram tilfredsstillende politiattest i h. t. Helse. og omsorgstjenesteloven § 5. 4 Lov om helsepersonell §20a). Vi tilbyr. Meget gode pensjons. og forsikringsordninger. Stimulerende og spennende fagmiljø med gode utviklingsmuligheter. Faglig og positivt arbeidsmiljø. Lønnsvilkår. Lønn ihht gjeldende tariff, kompetanse og ansiennitet. For stillinger i Vefsn kommune. Vefsn kommune benytter elektronisk søknad, og vi ønsker at søkere på våre stillinger bruker dette via våre internettsider: www. vefsn. kommune. no. Ansettelse i kommunen skjer på de vilkår som til enhver tid går frem av gjeldende lover, reglement og tariffavtaler. Kvalifiserte arbeidstakere med fortrinnsrett etter hovedtariffavtalens og arbeidsmiljølovens bestemmelser vil kunne gå foran eksterne søkere. Kvalifiserte søkere uansett alder, funksjonsnedsettelse eller kulturell bakgrunn oppfordres til å søke våre ledige stillinger. Bekreftede kopier av vitnemål og attester bringes med til et eventuelt intervju. Søkerlister blir offentliggjort. Ved tilsetting i enkelte stillinger må det legges fram tilfredsstillende helse. og politiattest (gjelder hovedsakelig stillinger innen helse og oppvekst). klikk her for elektronisk søknad"
144094,9616608,2017-08-08,Møre og Romsdal,"Helse, pleie og omsorg","Vi søker deg som ønsker å bistå med økt livskvalitet for våre kunder, gjennom medmennesklighet, humor og glede. Den vi leter etter.  er pliktoppfyllende og jobber selvstendig. trives med varierende arbeidsoppgaver. setter høye krav til egen prestasjon i utførelse av arbeidsoppgaver. har førerkort og egen bil.  Har gode norsk kunnskaper (muntlig og skriftlig).  kan bistå til at egen stillingsprosent øker. Det kan være en fordel med erfaring fra helse. og omsorgsbransjen. Arbeidsoppgaver.  hjemmehjelpsoppgaver som matlaging, husvask og innkjøp av matvarer. følgetjenester (lege, tannleger, frisør etc. ). tilsyn og avlastningsoppdrag. sosialt samvær. Vi tlbyr.  varienende arbeidsoppgaver hos hyggelige kunder. mulighet for å planlegge din egen arbeidsuke dag. god lønn og mulighet for bonus. for rett person: mulighet til å bygge et eget team og presentasjon av vårt firma i ulike sammenheng"
20794,9654898,2017-10-19,Oppland,"Helse, pleie og omsorg","Presentasjon av stillingen.  har et befolkningsgrunnlag på ca 405. 000. Hovedsentret for laboratoriemedisin i. er lagt til Lillehammer. Patologi skal bygges opp slik at alle sykehusene og hele primærhelsetjenesten både i Oppland og Hedmark etter hvert kan betjenes. Ved patologiavdelingen på Lillehammer er det 7,3 overleger og 4 leger i spesialisering. Ved avdelingen er det ledige stilling for. OVERLEGE. 100. stilling fast fra snarest. Søkere bes benytte legeforeningens søknadsskjema for legestillinger. Link til skjemaet ligger i WebCruiter. Deltakelse i diagnostikk av biopsier, operasjonspreparater og cytologiske prøver samt obduksjon etter oppsatt rotasjonsplan. Prøvematerialet er variert. Avdelingen er ikke seksjonert. Vi betjener kirurgisk avdeling på Hamar med frysesnitt via telepatologi. Norsk autorisasjon og spesialistgodkjenning. Den som ansettes må beherske et skandinavisk språk skriftlig og muntlig. Lønns. og arbeidsvilkår i henhold til gjeldende overenskomst og arbeidsreglement. God pensjonsordning gjennom KLP. Fleksibel arbeidstidsordning etter avtale. Sykehuset kan være behjelpelig med å skaffe overgangsbolig. Etter søknadsfristens utløp vil offentlig søkerliste bli utarbeidet. Hvis søker har krysset av for ønske om ikke å fremkomme på offentlig søkerliste, vises det til offentleglova § 25, annet ledd. Helseforetaket vil gjøre en vurdering av om kriteriene for å bli unntatt fra søkerlista er oppfylt. Det gjøres oppmerksom på at en søknad kan bli offentlig selv om søkeren har bedt om ikke å bli ført opp på søkerlista. Søkeren vil i tilfelle bli varslet om dette. Kontaktinformasjon. , Avdelingssjef, Tlf. 34.  Lillehammer. Nøkkelinformasjon.  Ref. nr. For elektronisk søknadsskjema. "
